Name,Category,Request Priority,Request Type,Location,User Group,Start Date,End Date,Total Number of Requests,Total Similar Requests
Door Handle,Doors,High,Repair,Block 31,Teacher,2022-12-20,2022-12-24,20,16
Bed Chipwood,Furniture,Low,Replacement,Block 20,Admin Staff,2023-03-04,2023-03-19,55,48
Florescent Light bulb,Lighting,Medium,Repair,Block 33,Student,2021-07-03,2021-07-07,62,50
Pipe,Plumbing,Low,Replacement,Block 46,Other Servers,2023-01-19,2023-02-06,39,36
Locker Handle,Furniture,Low,Repair,Block 38,Admin Staff,2019-02-14,2019-02-23,55,37
Pipe,Plumbing,Medium,Replacement,Block 31,Other Servers,2020-08-19,2020-09-01,40,24
Locker Handle,Furniture,Medium,Repair,Block 28,Admin Staff,2019-02-07,2019-02-13,55,37
Toilet seat,Plumbing,High,Repair,Block 49,Other Servers,2020-04-27,2020-05-05,32,21
Hard drive,Computers,Medium,Replacement,Block 39,Teacher,2020-09-22,2020-10-01,58,54
Window Glass,Windows,Low,Replacement,Block 7,Admin Staff,2020-05-01,2020-05-13,47,40
Bed Mattress,Furniture,Low,Repair,Block 30,Student,2020-06-11,2020-06-29,68,55
Toilet seat,Plumbing,Medium,Replacement,Block 47,Other Servers,2020-08-05,2020-08-17,26,20
Valve,Plumbing,Medium,Replacement,Block 45,Other Servers,2020-03-29,2020-04-13,28,15
Window Glass,Windows,High,Replacement,Block 43,Admin Staff,2020-06-07,2020-06-16,38,32
Bed Chipwood,Furniture,Medium,Replacement,Block 18,Teacher,2020-11-20,2020-12-02,67,61
Door Cylinder,Doors,Medium,Repair,Block 33,Admin Staff,2022-08-07,2022-08-13,24,13
Pipe,Plumbing,High,Replacement,Block 34,Other Servers,2019-08-07,2019-08-17,28,19
Valve,Plumbing,High,Repair,Block 5,Other Servers,2021-09-15,2021-09-25,29,21
Socket,Electrical,Medium,Repair,Block 44,Student,2019-01-27,2019-02-04,97,51
Door Cylinder,Doors,High,Replacement,Block 31,Admin Staff,2019-11-28,2019-12-05,29,25
Window Glass,Windows,Low,Replacement,Block 44,Teacher,2019-12-07,2019-12-21,43,33
Chair,Furniture,Medium,Replacement,Block 23,Teacher,2021-10-27,2021-11-05,54,29
Locker Handle,Furniture,High,Replacement,Block 33,Admin Staff,2021-07-18,2021-07-27,58,41
Florescent Light bulb,Lighting,Low,Replacement,Block 49,Admin Staff,2022-05-15,2022-05-25,72,54
Window Glass,Windows,Medium,Replacement,Block 31,Admin Staff,2020-11-14,2020-11-23,53,47
Socket,Electrical,Low,Replacement,Block 8,Student,2020-09-16,2020-09-27,87,70
Pipe,Plumbing,Medium,Replacement,Block 34,Other Servers,2019-09-05,2019-09-19,26,25
Florescent Light bulb,Lighting,Medium,Repair,Block 38,Admin Staff,2020-12-01,2020-12-03,65,39
Florescent Light bulb,Lighting,High,Repair,Block 14,Admin Staff,2020-11-05,2020-11-06,68,41
Fuse,Electrical,High,Repair,Block 20,Admin Staff,2022-09-30,2022-10-01,92,80
Window Lock,Windows,High,Repair,Block 10,Student,2022-12-19,2022-12-24,41,37
Window Lock,Windows,Low,Repair,Block 29,Admin Staff,2023-10-16,2023-10-23,38,38
Socket,Electrical,Medium,Replacement,Block 44,Admin Staff,2023-09-03,2023-09-10,94,89
Battery,Computers,Medium,Repair,Block 5,Admin Staff,2020-01-05,2020-01-09,59,52
Fuse,Electrical,Low,Repair,Block 17,Admin Staff,2020-10-11,2020-10-17,86,61
Window Lock,Windows,Low,Repair,Block 27,Teacher,2022-06-08,2022-06-15,42,32
Window Glass,Windows,Low,Repair,Block 21,Student,2020-05-06,2020-05-17,54,33
Window Lock,Windows,Low,Repair,Block 42,Student,2022-09-22,2022-10-02,43,43
Door Handle,Doors,Low,Repair,Block 42,Teacher,2019-09-20,2019-09-26,16,10
Fuse,Electrical,High,Repair,Block 19,Teacher,2020-08-27,2020-08-28,100,98
Window Lock,Windows,Low,Repair,Block 27,Teacher,2022-11-19,2022-11-28,41,32
CPU,Computers,Medium,Replacement,Block 34,Admin Staff,2022-09-13,2022-09-22,62,57
Door Cylinder,Doors,High,Replacement,Block 37,Teacher,2019-04-02,2019-04-09,26,26
Shower Head,Plumbing,Low,Repair,Block 36,Other Servers,2022-01-22,2022-02-02,43,32
Door Handle,Doors,High,Replacement,Block 23,Teacher,2021-06-18,2021-06-24,14,13
Locker Handle,Furniture,Low,Replacement,Block 5,Teacher,2020-05-24,2020-06-05,62,56
Window Glass,Windows,Medium,Replacement,Block 42,Admin Staff,2023-04-01,2023-04-10,40,33
Toilet seat,Plumbing,High,Replacement,Block 22,Other Servers,2023-11-10,2023-11-21,31,24
Door Handle,Doors,Medium,Replacement,Block 11,Teacher,2022-12-07,2022-12-16,11,10
Window Glass,Windows,High,Repair,Block 23,Admin Staff,2023-05-18,2023-05-24,52,33
Florescent Light bulb,Lighting,Medium,Replacement,Block 20,Teacher,2022-12-21,2022-12-26,71,46
Florescent Light bulb,Lighting,High,Replacement,Block 44,Student,2021-10-01,2021-10-10,59,37
Door Handle,Doors,Medium,Replacement,Block 9,Admin Staff,2020-08-09,2020-08-17,21,20
Valve,Plumbing,High,Replacement,Block 48,Other Servers,2021-08-27,2021-09-09,29,27
Window Glass,Windows,Low,Replacement,Block 16,Student,2023-08-06,2023-08-24,40,40
Pipe,Plumbing,High,Repair,Block 46,Other Servers,2022-07-30,2022-08-08,43,33
Window Lock,Windows,High,Repair,Block 48,Admin Staff,2019-05-14,2019-05-17,40,35
RAM,Computers,Medium,Repair,Block 45,Admin Staff,2019-09-16,2019-09-20,71,43
Bed Frame,Furniture,High,Replacement,Block 43,Student,2020-11-13,2020-11-24,60,54
Window Lock,Windows,High,Replacement,Block 36,Admin Staff,2022-08-23,2022-08-30,37,37
Door Handle,Doors,High,Repair,Block 41,Admin Staff,2021-06-05,2021-06-09,16,10
Florescent Light bulb,Lighting,Medium,Replacement,Block 4,Admin Staff,2022-07-18,2022-07-24,64,40
Battery,Computers,Medium,Replacement,Block 20,Teacher,2023-10-31,2023-11-08,57,45
Socket,Electrical,High,Repair,Block 14,Student,2019-01-21,2019-01-27,88,67
Locker Cylinder,Furniture,High,Repair,Block 19,Student,2020-07-28,2020-08-06,71,64
Keyboard,Computers,High,Repair,Block 4,Admin Staff,2020-04-08,2020-04-10,55,43
Florescent Light bulb,Lighting,High,Replacement,Block 33,Student,2020-05-30,2020-06-06,73,72
Locker Handle,Furniture,High,Replacement,Block 35,Admin Staff,2023-06-26,2023-07-04,68,40
Bed Mattress,Furniture,Low,Repair,Block 14,Admin Staff,2022-05-31,2022-06-15,56,43
Toilet seat,Plumbing,Medium,Replacement,Block 48,Other Servers,2022-07-17,2022-07-29,37,23
Door Handle,Doors,Low,Repair,Block 28,Teacher,2019-01-02,2019-01-08,10,7
Shower Head,Plumbing,High,Repair,Block 27,Other Servers,2019-02-21,2019-02-27,40,26
Bed Mattress,Furniture,Low,Replacement,Block 9,Teacher,2023-01-26,2023-02-15,67,43
Florescent Light bulb,Lighting,Medium,Replacement,Block 35,Student,2019-07-09,2019-07-15,56,30
Battery,Computers,High,Replacement,Block 29,Admin Staff,2019-08-07,2019-08-14,69,50
Window Lock,Windows,Low,Replacement,Block 8,Admin Staff,2022-06-10,2022-06-18,46,35
Window Lock,Windows,High,Repair,Block 42,Admin Staff,2020-12-29,2021-01-02,55,54
Bed Frame,Furniture,Low,Repair,Block 31,Admin Staff,2021-12-14,2021-12-25,68,38
Socket,Electrical,High,Replacement,Block 48,Teacher,2022-05-17,2022-05-21,86,53
Socket,Electrical,Medium,Replacement,Block 50,Teacher,2021-04-06,2021-04-13,100,86
Florescent Light bulb,Lighting,Medium,Replacement,Block 40,Teacher,2021-08-08,2021-08-13,74,50
Valve,Plumbing,Medium,Replacement,Block 39,Other Servers,2021-01-21,2021-02-05,27,21
Florescent Light bulb,Lighting,Medium,Replacement,Block 7,Student,2023-12-21,2023-12-28,65,45
Fuse,Electrical,Medium,Repair,Block 20,Admin Staff,2021-08-12,2021-08-15,95,95
Toilet seat,Plumbing,Low,Repair,Block 26,Other Servers,2022-05-12,2022-05-24,41,36
Door Cylinder,Doors,High,Replacement,Block 2,Student,2022-02-17,2022-02-27,11,7
Florescent Light bulb,Lighting,Low,Repair,Block 27,Student,2019-09-09,2019-09-16,56,38
Florescent Light bulb,Lighting,High,Replacement,Block 32,Student,2022-07-26,2022-08-03,74,71
Window Glass,Windows,Medium,Replacement,Block 49,Student,2019-07-07,2019-07-20,37,25
Toilet seat,Plumbing,High,Replacement,Block 32,Other Servers,2019-06-22,2019-07-03,38,31
Door Handle,Doors,Low,Repair,Block 33,Admin Staff,2023-11-23,2023-11-29,12,10
Hard drive,Computers,High,Repair,Block 18,Admin Staff,2021-06-06,2021-06-10,67,50
Fuse,Electrical,High,Repair,Block 17,Admin Staff,2023-09-20,2023-09-22,90,70
Bed Frame,Furniture,Low,Replacement,Block 2,Teacher,2022-06-19,2022-07-02,56,42
Door Handle,Doors,Low,Repair,Block 30,Admin Staff,2023-10-07,2023-10-14,12,9
Socket,Electrical,High,Replacement,Block 33,Admin Staff,2020-11-11,2020-11-18,81,72
Window Glass,Windows,Low,Replacement,Block 49,Student,2023-11-17,2023-12-03,45,38
Toilet seat,Plumbing,Low,Replacement,Block 11,Other Servers,2021-07-05,2021-07-19,29,16
Window Lock,Windows,High,Repair,Block 43,Student,2022-09-11,2022-09-19,38,23
Door Cylinder,Doors,Medium,Replacement,Block 44,Admin Staff,2021-01-25,2021-02-03,17,12
Fuse,Electrical,Medium,Repair,Block 12,Student,2019-04-15,2019-04-22,96,82
Door Cylinder,Doors,Low,Repair,Block 10,Student,2021-02-17,2021-02-27,11,9
Fuse,Electrical,High,Replacement,Block 14,Admin Staff,2022-04-13,2022-04-18,85,70
Door Cylinder,Doors,Medium,Repair,Block 14,Admin Staff,2022-03-26,2022-04-01,10,10
Toilet seat,Plumbing,Low,Repair,Block 4,Other Servers,2023-10-16,2023-10-26,34,31
Door Cylinder,Doors,Low,Repair,Block 48,Admin Staff,2022-06-03,2022-06-11,15,10
Window Glass,Windows,High,Replacement,Block 43,Student,2021-08-02,2021-08-12,46,28
Florescent Light bulb,Lighting,Medium,Repair,Block 5,Admin Staff,2023-11-01,2023-11-03,69,50
Valve,Plumbing,High,Replacement,Block 31,Other Servers,2022-12-31,2023-01-11,42,31
Socket,Electrical,High,Repair,Block 38,Admin Staff,2020-06-11,2020-06-14,95,53
Valve,Plumbing,Medium,Repair,Block 36,Other Servers,2019-06-09,2019-06-20,24,14
Fuse,Electrical,High,Repair,Block 33,Student,2023-03-13,2023-03-17,99,59
Florescent Light bulb,Lighting,Medium,Repair,Block 41,Teacher,2023-09-10,2023-09-12,70,68
Window Lock,Windows,Medium,Replacement,Block 13,Student,2019-09-20,2019-10-01,46,43
Fuse,Electrical,Medium,Repair,Block 8,Admin Staff,2019-06-05,2019-06-08,99,84
Door Cylinder,Doors,Low,Repair,Block 30,Teacher,2020-08-19,2020-08-27,19,12
Window Glass,Windows,Low,Repair,Block 47,Teacher,2020-04-20,2020-04-28,51,34
Bed Chipwood,Furniture,High,Repair,Block 34,Teacher,2020-08-14,2020-08-22,65,55
Hard drive,Computers,Medium,Replacement,Block 22,Teacher,2022-03-01,2022-03-10,66,61
Window Glass,Windows,High,Repair,Block 44,Teacher,2019-10-25,2019-10-30,49,39
Socket,Electrical,Low,Replacement,Block 46,Teacher,2021-03-30,2021-04-09,81,59
RAM,Computers,High,Replacement,Block 39,Teacher,2021-07-04,2021-07-09,56,52
Keyboard,Computers,Medium,Repair,Block 50,Admin Staff,2019-03-15,2019-03-18,68,43
Battery,Computers,Low,Repair,Block 25,Teacher,2021-08-02,2021-08-08,53,49
Locker Handle,Furniture,Medium,Repair,Block 9,Teacher,2021-03-23,2021-03-29,60,35
Battery,Computers,High,Replacement,Block 3,Teacher,2021-10-21,2021-10-25,65,36
Valve,Plumbing,Low,Repair,Block 8,Other Servers,2021-10-04,2021-10-16,28,19
Bed Mattress,Furniture,Low,Replacement,Block 3,Student,2022-02-16,2022-03-08,64,57
Florescent Light bulb,Lighting,Low,Replacement,Block 41,Admin Staff,2022-12-03,2022-12-11,63,48
Socket,Electrical,Low,Replacement,Block 37,Teacher,2021-03-04,2021-03-13,84,65
Fuse,Electrical,Low,Replacement,Block 27,Admin Staff,2022-10-11,2022-10-19,83,61
Fuse,Electrical,High,Replacement,Block 44,Teacher,2019-09-13,2019-09-18,99,56
Florescent Light bulb,Lighting,Medium,Replacement,Block 50,Admin Staff,2020-12-05,2020-12-11,69,40
Socket,Electrical,Medium,Replacement,Block 13,Teacher,2023-10-14,2023-10-21,100,100
Shower Head,Plumbing,Low,Replacement,Block 13,Other Servers,2022-08-25,2022-09-08,31,20
Bed Frame,Furniture,High,Repair,Block 31,Student,2020-10-17,2020-10-26,56,46
Fuse,Electrical,Medium,Replacement,Block 26,Student,2022-10-21,2022-10-29,91,73
Socket,Electrical,Medium,Repair,Block 19,Admin Staff,2019-05-12,2019-05-16,88,45
Door Cylinder,Doors,High,Replacement,Block 13,Teacher,2023-11-09,2023-11-17,23,13
Window Lock,Windows,High,Repair,Block 27,Teacher,2019-12-13,2019-12-17,40,40
Locker Cylinder,Furniture,Low,Replacement,Block 15,Admin Staff,2023-01-23,2023-02-05,73,60
Door Cylinder,Doors,Medium,Repair,Block 5,Student,2021-01-10,2021-01-19,28,23
Monitor,Computers,Low,Repair,Block 9,Teacher,2020-09-01,2020-09-10,64,52
Florescent Light bulb,Lighting,Low,Repair,Block 38,Admin Staff,2023-04-29,2023-05-04,71,69
Window Glass,Windows,High,Replacement,Block 4,Admin Staff,2022-05-06,2022-05-15,37,34
Door Cylinder,Doors,Low,Repair,Block 11,Student,2020-02-16,2020-02-26,11,11
Florescent Light bulb,Lighting,High,Replacement,Block 27,Student,2023-05-12,2023-05-17,64,48
Door Handle,Doors,Low,Replacement,Block 25,Admin Staff,2021-05-08,2021-05-19,13,10
Florescent Light bulb,Lighting,Medium,Replacement,Block 10,Admin Staff,2022-04-22,2022-04-27,69,38
Door Handle,Doors,Low,Repair,Block 39,Teacher,2019-01-14,2019-01-22,12,8
Door Handle,Doors,Low,Repair,Block 4,Teacher,2020-05-18,2020-05-27,22,22
Florescent Light bulb,Lighting,Medium,Repair,Block 31,Teacher,2021-12-04,2021-12-06,74,40
Florescent Light bulb,Lighting,High,Replacement,Block 3,Student,2021-12-14,2021-12-22,63,48
Door Cylinder,Doors,Low,Replacement,Block 18,Student,2021-05-14,2021-05-28,22,15
Door Cylinder,Doors,High,Replacement,Block 19,Admin Staff,2023-09-20,2023-09-27,25,22
Shower Head,Plumbing,Medium,Repair,Block 30,Other Servers,2020-02-25,2020-03-04,27,22
Locker Cylinder,Furniture,Low,Repair,Block 6,Admin Staff,2022-08-23,2022-09-03,57,36
Battery,Computers,Medium,Replacement,Block 7,Admin Staff,2022-03-19,2022-03-25,68,47
Door Cylinder,Doors,High,Replacement,Block 1,Student,2020-10-31,2020-11-09,19,19
Door Cylinder,Doors,High,Replacement,Block 36,Teacher,2020-01-30,2020-02-06,24,21
Valve,Plumbing,Medium,Replacement,Block 16,Other Servers,2021-04-28,2021-05-13,36,32
Fuse,Electrical,High,Replacement,Block 47,Admin Staff,2019-10-28,2019-11-01,85,65
Fuse,Electrical,Medium,Repair,Block 25,Teacher,2020-04-28,2020-05-01,88,58
Fuse,Electrical,High,Replacement,Block 26,Student,2021-03-06,2021-03-13,89,74
RAM,Computers,Low,Replacement,Block 50,Admin Staff,2019-01-23,2019-02-03,53,46
Chair,Furniture,Low,Replacement,Block 45,Teacher,2022-03-18,2022-03-29,70,63
Door Handle,Doors,Low,Repair,Block 39,Teacher,2020-01-04,2020-01-10,19,13
Window Glass,Windows,Low,Replacement,Block 33,Teacher,2022-05-22,2022-06-06,45,41
Keyboard,Computers,Low,Replacement,Block 18,Teacher,2020-12-03,2020-12-09,68,57
Florescent Light bulb,Lighting,Medium,Replacement,Block 19,Student,2023-09-04,2023-09-12,61,56
Window Glass,Windows,High,Replacement,Block 27,Student,2022-07-27,2022-08-08,56,54
Florescent Light bulb,Lighting,Medium,Repair,Block 33,Student,2022-02-25,2022-03-01,73,67
Window Glass,Windows,Low,Replacement,Block 47,Student,2023-09-12,2023-10-01,51,36
Florescent Light bulb,Lighting,Medium,Replacement,Block 1,Admin Staff,2023-11-23,2023-11-28,74,44
Florescent Light bulb,Lighting,Medium,Replacement,Block 14,Admin Staff,2022-01-27,2022-02-01,57,30
Fuse,Electrical,Low,Replacement,Block 30,Admin Staff,2022-03-07,2022-03-17,84,61
Locker Cylinder,Furniture,Low,Replacement,Block 38,Teacher,2019-10-20,2019-11-03,62,54
Keyboard,Computers,Low,Repair,Block 18,Admin Staff,2019-07-26,2019-07-31,71,58
Shower Head,Plumbing,Medium,Repair,Block 12,Other Servers,2020-07-23,2020-07-31,41,36
Toilet seat,Plumbing,High,Repair,Block 43,Other Servers,2021-08-02,2021-08-09,42,25
Toilet seat,Plumbing,Low,Replacement,Block 30,Other Servers,2019-09-08,2019-09-22,35,30
Valve,Plumbing,Low,Repair,Block 34,Other Servers,2021-09-07,2021-09-20,40,34
Window Glass,Windows,High,Replacement,Block 17,Student,2023-02-12,2023-02-23,48,37
Shower Head,Plumbing,Low,Repair,Block 22,Other Servers,2019-02-01,2019-02-13,40,28
Window Lock,Windows,High,Replacement,Block 12,Student,2023-04-02,2023-04-10,48,40
Monitor,Computers,High,Replacement,Block 44,Admin Staff,2022-01-04,2022-01-09,62,58
Pipe,Plumbing,Medium,Repair,Block 40,Other Servers,2021-01-22,2021-02-01,35,27
Window Lock,Windows,High,Repair,Block 48,Teacher,2021-02-27,2021-03-03,51,35
Pipe,Plumbing,High,Replacement,Block 29,Other Servers,2021-09-22,2021-10-04,36,27
Toilet seat,Plumbing,Low,Replacement,Block 20,Other Servers,2022-11-01,2022-11-14,40,38
Florescent Light bulb,Lighting,High,Repair,Block 8,Admin Staff,2019-06-27,2019-06-28,55,39
Socket,Electrical,Low,Repair,Block 48,Teacher,2020-11-21,2020-11-28,94,77
Door Cylinder,Doors,Medium,Repair,Block 22,Student,2019-02-07,2019-02-16,15,12
Bed Frame,Furniture,Medium,Repair,Block 12,Admin Staff,2020-11-19,2020-11-26,73,55
Florescent Light bulb,Lighting,Low,Replacement,Block 34,Student,2020-07-14,2020-07-25,69,68
Florescent Light bulb,Lighting,Low,Replacement,Block 38,Teacher,2022-11-15,2022-11-21,63,41
Valve,Plumbing,Medium,Replacement,Block 17,Other Servers,2021-01-02,2021-01-15,39,29
Bed Frame,Furniture,Medium,Replacement,Block 3,Admin Staff,2022-03-17,2022-03-28,68,64
Shower Head,Plumbing,Medium,Repair,Block 40,Other Servers,2020-01-28,2020-02-05,25,15
Door Cylinder,Doors,High,Repair,Block 23,Teacher,2021-12-11,2021-12-15,19,13
Door Handle,Doors,High,Repair,Block 50,Teacher,2023-09-01,2023-09-04,18,18
Fuse,Electrical,High,Repair,Block 37,Student,2020-12-31,2021-01-05,85,59
Door Cylinder,Doors,Medium,Replacement,Block 25,Admin Staff,2020-08-02,2020-08-10,28,18
CPU,Computers,Low,Repair,Block 18,Admin Staff,2022-08-27,2022-09-05,70,50
Bed Chipwood,Furniture,Medium,Repair,Block 7,Admin Staff,2022-07-16,2022-07-26,58,46
Florescent Light bulb,Lighting,Medium,Repair,Block 15,Admin Staff,2020-08-21,2020-08-23,65,56
Socket,Electrical,Medium,Repair,Block 41,Student,2019-04-05,2019-04-13,100,88
Socket,Electrical,Medium,Repair,Block 17,Student,2022-01-10,2022-01-18,95,92
CPU,Computers,High,Replacement,Block 14,Admin Staff,2020-09-24,2020-10-02,72,46
Locker Cylinder,Furniture,High,Replacement,Block 10,Admin Staff,2023-12-12,2023-12-21,62,58
Florescent Light bulb,Lighting,Medium,Repair,Block 41,Teacher,2022-09-17,2022-09-19,63,44
Hard drive,Computers,Medium,Repair,Block 32,Teacher,2021-09-26,2021-10-01,55,37
Bed Frame,Furniture,Low,Repair,Block 35,Teacher,2020-06-19,2020-06-27,56,54
Window Lock,Windows,Low,Repair,Block 34,Teacher,2023-01-14,2023-01-22,37,26
Valve,Plumbing,High,Repair,Block 38,Other Servers,2020-06-28,2020-07-07,43,31
Window Glass,Windows,Low,Repair,Block 11,Student,2022-01-27,2022-02-08,43,29
Socket,Electrical,Low,Replacement,Block 21,Admin Staff,2020-10-20,2020-10-31,100,95
Window Glass,Windows,Medium,Replacement,Block 11,Student,2019-12-20,2020-01-04,52,33
Pipe,Plumbing,Medium,Replacement,Block 48,Other Servers,2020-04-28,2020-05-12,35,26
Door Handle,Doors,High,Replacement,Block 17,Student,2023-08-10,2023-08-20,23,16
Fuse,Electrical,Low,Repair,Block 18,Teacher,2020-04-26,2020-05-03,93,70
Bed Frame,Furniture,Medium,Replacement,Block 3,Teacher,2023-03-26,2023-04-05,62,33
Florescent Light bulb,Lighting,Low,Repair,Block 19,Admin Staff,2021-10-20,2021-10-23,66,46
Fuse,Electrical,Low,Replacement,Block 47,Teacher,2022-04-12,2022-04-18,81,43
Door Cylinder,Doors,High,Replacement,Block 50,Admin Staff,2019-11-21,2019-11-28,20,19
Fuse,Electrical,Medium,Repair,Block 40,Student,2021-08-07,2021-08-12,87,63
Toilet seat,Plumbing,Medium,Repair,Block 35,Other Servers,2023-08-22,2023-08-31,38,29
Florescent Light bulb,Lighting,High,Repair,Block 26,Student,2021-10-24,2021-10-28,58,57
Shower Head,Plumbing,Medium,Repair,Block 22,Other Servers,2019-06-29,2019-07-07,33,20
Window Glass,Windows,Low,Repair,Block 46,Admin Staff,2021-04-17,2021-04-25,52,36
Fuse,Electrical,Low,Replacement,Block 5,Teacher,2019-07-19,2019-07-25,97,84
Bed Chipwood,Furniture,Medium,Replacement,Block 32,Student,2019-01-24,2019-02-10,63,53
Window Lock,Windows,Low,Replacement,Block 39,Student,2021-02-10,2021-02-27,53,35
Locker Handle,Furniture,Low,Replacement,Block 26,Admin Staff,2021-12-15,2021-12-25,63,35
Fuse,Electrical,High,Replacement,Block 36,Teacher,2021-02-24,2021-03-01,99,98
Pipe,Plumbing,High,Replacement,Block 50,Other Servers,2019-03-01,2019-03-12,43,31
Shower Head,Plumbing,Low,Replacement,Block 40,Other Servers,2021-09-27,2021-10-08,30,26
Locker Cylinder,Furniture,High,Replacement,Block 34,Teacher,2020-04-14,2020-04-24,69,67
Toilet seat,Plumbing,High,Replacement,Block 40,Other Servers,2021-01-11,2021-01-21,25,23
Florescent Light bulb,Lighting,Medium,Replacement,Block 50,Student,2023-04-09,2023-04-18,69,58
Fuse,Electrical,High,Repair,Block 18,Admin Staff,2021-10-12,2021-10-13,96,62
Bed Frame,Furniture,Low,Repair,Block 22,Student,2019-04-26,2019-05-10,64,54
Florescent Light bulb,Lighting,Medium,Repair,Block 20,Admin Staff,2023-02-15,2023-02-17,68,59
Window Lock,Windows,Medium,Repair,Block 32,Admin Staff,2019-11-03,2019-11-08,54,32
Fuse,Electrical,Low,Repair,Block 11,Admin Staff,2023-05-05,2023-05-09,100,57
Socket,Electrical,High,Repair,Block 5,Student,2019-10-19,2019-10-24,100,70
Window Glass,Windows,High,Repair,Block 24,Admin Staff,2022-07-05,2022-07-11,49,36
Pipe,Plumbing,Low,Repair,Block 19,Other Servers,2021-08-24,2021-09-04,33,21
Shower Head,Plumbing,Low,Replacement,Block 47,Other Servers,2021-01-08,2021-01-22,38,21
